,titulo,ubicacion,precio,Superficie,Habitaciones,Baños,Planta,Conservacion,Gastos de Comunidad,Amueblado,Balcon,Ascensor,Calefaccion,Garaje,Terraza,Trastero
629,Piso en venta en Cangas,Cangas,220000,74,2.0,2.0,,A estrenar,0,0,0,1,No tiene,1,1,0
630,Piso en venta en A Estrada,A Estrada,47500,83,2.0,1.0,,En buen estado,0,0,0,0,No tiene,0,1,0
631,Piso en venta en Vilagarcía de Arousa,Vilagarcía de Arousa,150000,100,3.0,2.0,Planta: 3ª,En buen estado,0,1,1,1,Gas natural,0,0,0
632,Piso en venta en Centro-Areal,Centro-Areal (Distrito Casco Urbano. Vigo),255000,90,3.0,2.0,Planta: 12ª,En buen estado,Más de 100€,1,0,1,Central,1,1,0
633,Piso en venta en Centro Urbano,Praza da Industria (Distrito Casco Urbano. Vigo),195000,95,3.0,2.0,Planta: Bajo,En buen estado,0,0,0,0,No tiene,1,0,0
634,Piso en venta en Sanxenxo,Sanxenxo,170000,105,3.0,2.0,Planta: 2ª,En buen estado,0,1,1,1,No tiene,1,1,0
635,Piso en venta en O Grove (Resto Parroquia),O Grove (Resto Parroquia),163000,155,4.0,3.0,,En buen estado,0,1,0,1,Individual,0,1,0
636,Piso en venta en Calle Avenida Xosé María Castroviejo,Cangas,245000,100,3.0,2.0,,En buen estado,0,0,0,1,No tiene,1,1,0
637,Piso en venta en Calle de Madrid,Sanxenxo,360000,107,2.0,2.0,,En buen estado,0,1,0,1,Individual,0,0,0
638,Piso en venta en Calle de Castelao,Sanxenxo,167000,40,1.0,1.0,,En buen estado,0,1,0,1,Individual,0,1,1
639,Piso en venta en Castrelos-Balaídos-Miñoca,As Travesas-Balaídos (Distrito Casco Urbano. Vigo),165000,78,2.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,"Si, sin especificar",0,0,0
640,Piso en venta en Tui,Tui,180000,110,3.0,2.0,Planta: 4ª,A estrenar,0,1,0,1,Suelo radiante,1,1,0
641,Piso en venta en Teis,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),110000,88,3.0,1.0,Planta: Bajo,En buen estado,0,1,0,0,No tiene,0,0,0
642,Piso en venta en Calle del Consistorio,Sanxenxo,210000,85,2.0,2.0,,En buen estado,0,1,0,1,Individual,0,0,1
643,Piso en venta en Cangas,Cangas,165000,65,2.0,,,En buen estado,0,1,0,1,No tiene,1,0,0
644,Piso en venta en Calle de Rodríguez Seoane,A Seca-Os Salgueriños (Pontevedra Capital),189000,93,3.0,2.0,Planta: 4ª,En buen estado,0,1,0,1,Central,1,0,0
645,Piso en venta en Teis,Teis (Vigo),149000,80,3.0,1.0,Planta: 2ª,En buen estado,0,1,0,0,"Si, sin especificar",0,0,0
646,Piso en venta en Vía Norte,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),280000,128,4.0,2.0,Planta: 6ª,En buen estado,160.00 euros. calefaccion y agua caliente,1,0,1,"Si, sin especificar",0,0,0
647,Piso en venta en Calle Centro,Devesa (Santa Maria de Salceda). Municipio de Salceda de Caselas,98000,86,2.0,2.0,Planta: 1ª,En buen estado,Entre 40 y 60€,1,0,1,Gas natural,1,1,1
648,"Piso en venta en Avenida de Conde de Bugallal, cerca de Calle del Pintor Laxeiro",A Seca-Os Salgueriños (Pontevedra Capital),290000,132,4.0,2.0,Planta: 2ª,En buen estado,Entre 60 y 80€,1,0,1,Gas natural,1,0,0
649,Piso en venta en A Seca-Os Salgueriños,A Seca-Os Salgueriños (Pontevedra Capital),179000,103,2.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,Gas,0,1,1
650,Piso en venta en Centro,Zona Praza de Barcelos (Pontevedra Capital),285000,175,4.0,2.0,Planta: 2ª,En buen estado,0,1,0,0,Gas natural,0,0,0
651,"Piso en venta en Calle Aragón, cerca de Travesía Rosais",Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),195000,96,2.0,2.0,Planta: 4ª,En buen estado,56.00 euros.,1,0,0,Gas individual,1,0,0
652,Piso en venta en Sanxenxo,Sanxenxo,360000,110,3.0,2.0,,En buen estado,Más de 100€,1,0,0,No tiene,1,1,1
653,Piso en venta en Centro Urbano,As Travesas-Balaídos (Distrito Casco Urbano. Vigo),139000,80,2.0,1.0,Planta: 1ª,En buen estado,Entre 60 y 80€,0,0,1,No tiene,0,1,1
654,Piso en venta en Traviesas-Plaza Independencia,Praza da Independencia (Distrito Casco Urbano. Vigo),170000,95,4.0,2.0,,A reformar,50.00 euros. gastos de escalera,0,1,1,No tiene,0,0,1
655,Piso en venta en Calle del Gavilán,Ponteareas,97000,74,2.0,1.0,Planta: 1ª,En buen estado,0,1,0,0,Eléctrica,1,1,0
656,Apartamento en venta en Poio,Poio (San Juan-Albar),158000,65,2.0,2.0,Planta: 2ª,En buen estado,47.00 euros. ibi 140 € +- todo,1,0,1,Gas individual,1,0,0
657,Piso en venta en Beluso (Santa María),Beluso (Santa María). Municipio de Bueu,116000,95,3.0,2.0,,En buen estado,0,1,0,0,No tiene,0,0,0
658,Piso en venta en Calle de Ricardo Santos,Sanxenxo,250000,76,2.0,2.0,,En buen estado,0,1,0,1,Individual,0,0,1
659,"Piso en venta en Calle de Benito Corbal, 24",Zona Praza de Barcelos (Pontevedra Capital),290000,120,4.0,2.0,,En buen estado,Entre 60 y 80€,0,0,1,Central,1,1,0
660,Piso en venta en Rúa Fontoura,Salvaterra de Miño,98000,86,2.0,2.0,Planta: 1ª,A estrenar,0,1,0,1,Central,1,0,0
661,Piso en venta en Praza España-Zona Corte Inglés,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),255000,94,3.0,2.0,Planta: 3ª,En buen estado,0,1,0,1,No tiene,1,0,0
662,Piso en venta en Calle de Oliveira,Poio (San Salvador),125000,75,2.0,1.0,Planta: 1ª,En buen estado,Entre 40 y 60€,1,0,0,No tiene,1,0,0
663,Piso en venta en Centro-Areal,Centro-Areal (Distrito Casco Urbano. Vigo),295000,100,3.0,2.0,Planta: 9ª,En buen estado,Más de 100€,1,1,1,Central,1,0,0
664,Piso en venta en Teis,Teis (Vigo),195000,90,3.0,2.0,Planta: 1ª,A reformar,0,0,0,1,No tiene,1,0,0
665,Piso en venta en Castrelos-Balaídos-Miñoca,As Travesas-Balaídos (Distrito Casco Urbano. Vigo),179000,81,2.0,2.0,Planta: 3ª,En buen estado,60.00 euros.,1,0,1,Gasóleo individual,0,0,0
666,Piso en venta en Avenida de Vigo,Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),180000,110,4.0,2.0,Planta: 1ª,Reformado,Entre 40 y 60€,0,1,1,No tiene,0,0,1
667,Piso en venta en Mos,Mos (Santa Eulalia),119900,88,3.0,1.0,Planta: 1ª,En buen estado,40.00 euros. agua de pozo,1,1,0,Gas individual,0,0,1
668,Piso en venta en Camino de la Coteiros,Marín,38900,92,3.0,1.0,,En buen estado,0,0,0,0,No tiene,0,0,0
669,Piso en venta en Calle de Iglesias Vilarelle,Campo da Torre-Mollabao (Pontevedra Capital),205000,120,4.0,2.0,Planta: 1ª,En buen estado,Entre 60 y 80€,1,1,1,Gas natural,0,0,1
670,Piso en venta en Vilagarcía de Arousa,Vilagarcía de Arousa,130000,132,4.0,2.0,Planta: 2ª,En buen estado,Entre 10 y 20€,0,1,0,Gas natural,1,0,0
671,Piso en venta en Calle Camelias - Plaza 8 de Marzo,Camelias-Pi y Margall (Distrito Casco Urbano. Vigo),150000,51,2.0,1.0,,A reformar,0,1,0,0,Eléctrica,0,0,0
672,Apartamento en venta en O Burgo,O Burgo-Campus Universitario (Pontevedra Capital),126000,60,2.0,1.0,Planta: 2ª,En buen estado,0,1,0,0,Gas individual,1,0,0
673,Piso en venta en Calle de Rosalía de Castro,Salvaterra de Miño,115000,70,2.0,2.0,Planta: Bajo,En buen estado,Entre 20 y 40€,1,0,1,Eléctrica,1,1,0
674,Piso en venta en Aldan (San Cibrán),Aldan (San Cibrán). Municipio de Cangas,150000,65,2.0,1.0,Planta: 2ª,A estrenar,Entre 60 y 80€,1,1,1,Propano,1,0,1
675,"Piso en venta en Avenida de Balaidos, cerca de Camino de Espedrigada",A Salgueira-O Castaño (Distrito Casco Urbano. Vigo),165000,120,3.0,2.0,Planta: 3ª,En buen estado,Entre 40 y 60€,0,0,1,Eléctrica,1,0,0
676,Piso en venta en Sanxenxo,Sanxenxo,148000,90,3.0,2.0,,En buen estado,0,1,0,0,Individual,0,1,0
677,Piso en venta en Calle Manuel Suárez Marquier,O Rosal (Calvario),97000,60,2.0,1.0,Planta: 3ª,En buen estado,0,1,0,1,Gas natural,1,1,0
678,Piso en venta en Calle Puente,Lalín,124000,95,3.0,2.0,Planta: 1ª,A estrenar,0,1,1,1,Gas natural,1,1,0
679,"Apartamento en venta en Calle de San Roque, cerca de Calle del Talude",Casablanca-Calvario (Distrito Casco Urbano. Vigo),88000,45,1.0,1.0,Planta: 5ª,En buen estado,Entre 20 y 40€,1,0,0,Eléctrica,0,1,0
680,"Piso en venta en Calle A Xunca Branca, 31A, Esc",Sanxenxo,85000,46,1.0,1.0,,En buen estado,0,1,0,1,Individual,0,0,1
681,"Piso en venta en Calle de Barcelona, cerca de Calle de Zamora",A Salgueira-O Castaño (Distrito Casco Urbano. Vigo),182000,90,3.0,1.0,Planta: 1ª,A estrenar,Entre 60 y 80€,1,0,1,No tiene,1,0,0
682,Piso en venta en Rúa do Magnolio,Ponteareas,105000,75,2.0,2.0,Planta: 4ª,En buen estado,0,1,0,1,No tiene,1,0,0
683,Piso en venta en Porriño (O),O Porriño,100000,68,3.0,1.0,Planta: 1ª,En buen estado,50.00 euros.,1,1,1,No tiene,1,1,0
684,Piso en venta en Calle de Cobián Roffignac,Zona Praza de Barcelos (Pontevedra Capital),350000,220,5.0,3.0,Planta: 2ª,A reformar,0,1,0,1,Gas natural,0,0,0
685,Piso en venta en Raxó,Poio (San Juan-Albar),200000,105,3.0,2.0,Planta: 1ª,En buen estado,0,1,1,1,Electrica,0,0,1
686,Piso en venta en Vilagarcía de Arousa,Vilagarcía de Arousa,95000,135,4.0,2.0,Planta: 2ª,En buen estado,Entre 40 y 60€,1,0,0,Gas natural,0,0,1
687,Piso en venta en Alameda,Centro-Echegaray (Pontevedra Capital),490000,145,4.0,3.0,Planta: 6ª,En buen estado,220.00 euros.,1,0,1,Gasóleo colectivo,1,0,1
688,Piso en venta en Calle Vía Norte,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),154000,65,2.0,1.0,Planta: 2ª,En buen estado,Entre 40 y 60€,1,0,1,Gas natural,0,0,0
689,Piso en venta en O Porriño,O Porriño,145000,92,2.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,No tiene,1,0,0
690,Piso en venta en Centro,Cangas,150000,77,2.0,2.0,Planta: 3ª,En buen estado,0,0,0,1,No tiene,1,0,0
691,Piso en venta en Zona Praza de Barcelos,Zona Praza de Barcelos (Pontevedra Capital),205000,135,4.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,Gas natural,1,0,0
692,Piso en venta en A Cañiza,A Cañiza,90000,97,3.0,1.0,Planta: Bajo,En buen estado,0,0,0,0,No tiene,1,0,0
693,"Apartamento en venta en Rúa Simón Bolívar, 1",Campo da Torre-Mollabao (Pontevedra Capital),125000,84,2.0,1.0,Planta: 2ª,En buen estado,0,0,0,0,Electrica,0,0,0
694,Piso en venta en Avenida de Eduardo Pondal,Zona Praza de Barcelos (Pontevedra Capital),325000,180,4.0,3.0,Planta: 3ª,En buen estado,0,1,0,1,Gas propano,1,0,0
695,Piso en venta en Calle Leandro DIZ,O Porriño,130000,80,2.0,2.0,Planta: 1ª,En buen estado,Incluidos,1,1,1,Gas natural,1,0,0
696,"Piso en venta en Calle Lugar Areas, nº 3 A",Sanxenxo,305000,85,3.0,2.0,Planta: 3ª,En buen estado,0,1,0,1,No tiene,1,1,0
697,Piso en venta en Avenida de Buenos Aires,O Porriño,85000,90,4.0,1.0,Planta: 4ª,En buen estado,0,1,1,0,Gasoil,0,0,0
698,"Piso en venta en Calle de la Palma, 1",Cuntis,149000,159,4.0,2.0,Planta: 2ª,En buen estado,0,1,0,0,No tiene,0,0,1
699,Piso en venta en Calle Avenida Xosé María Castroviejo,Cangas,215000,93,2.0,2.0,,A estrenar,0,0,0,1,No tiene,1,1,0
700,Piso en venta en Plaza Elíptica-O Castro,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),460000,176,4.0,3.0,Planta: 3ª,En buen estado,0,1,1,0,Gasóleo colectivo,1,0,0
701,Piso en venta en Castrelos,As Travesas-Balaídos (Distrito Casco Urbano. Vigo),160000,60,2.0,2.0,Planta: Bajo,En buen estado,0,1,1,0,No tiene,0,1,1
702,Piso en venta en Travesía de Vigo,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),140000,100,3.0,2.0,Planta: 4ª,En buen estado,Entre 60 y 80€,0,1,1,No tiene,0,0,0
703,Piso en venta en Traviesas-Plaza Independencia,O Castro (Distrito Casco Urbano. Vigo),176000,78,2.0,1.0,Planta: 1ª,En buen estado,0,0,0,1,"Si, sin especificar",0,0,0
704,Apartamento en venta en Fátima,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),160000,55,2.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,"Si, sin especificar",0,0,0
705,Piso en venta en Calle Vía Norte,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),154000,65,2.0,1.0,Planta: 2ª,En buen estado,Entre 40 y 60€,1,0,1,Gas natural,0,0,0
706,Piso en venta en Vilagarcía de Arousa,Vilagarcía de Arousa,130000,130,4.0,2.0,Planta: 2ª,En buen estado,"59,10",0,1,1,Gas natural,0,0,0
707,Piso en venta en Calle Arra,Sanxenxo,115000,40,1.0,1.0,,En buen estado,0,1,0,1,No tiene,0,1,0
708,Piso en venta en Salceda de Caselas,Salceda de Caselas,134000,94,3.0,2.0,Planta: 2ª,En buen estado,45.00 euros.,1,0,0,Gas individual,1,0,0
709,Piso en venta en Poio (San Juan-Albar),Poio (San Juan-Albar),185000,115,3.0,2.0,,En buen estado,0,1,0,0,No tiene,0,1,0
710,Piso en venta en Herrería,Centro-Echegaray (Pontevedra Capital),250000,132,4.0,2.0,Planta: 3ª,En buen estado,0,1,1,1,Central,1,1,0
711,"Apartamento en venta en Avenida de la Florida, cerca de Calle de Ponte da Veiga",A Salgueira-O Castaño (Distrito Casco Urbano. Vigo),80000,35,1.0,1.0,Planta: Bajo,En buen estado,Entre 10 y 20€,1,0,0,No tiene,0,0,0
712,Piso en venta en Fernández Ladreda-Ciudad de Piedra,Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),240000,90,3.0,2.0,Planta: 4ª,En buen estado,0,1,0,1,Gas natural,1,0,0
713,Piso en venta en Marín (Escuela Naval Militar),Marín (Escuela Naval Militar),102000,98,3.0,2.0,Planta: 3ª,En buen estado,0,0,0,0,No tiene,0,0,0
714,Apartamento en venta en Moaña,Moaña (Casco Urbano),150000,70,2.0,1.0,Planta: 1ª,En buen estado,0,1,0,1,Eléctrica,0,0,0
715,Piso en venta en Calle Sagasta,Zona Praza de Barcelos (Pontevedra Capital),450000,148,3.0,2.0,,En buen estado,0,1,0,1,Gas natural,1,0,0
716,Piso en venta en Calle Lugar Lanzada,Noalla (Santo Estevo). Municipio de Sanxenxo,150000,75,2.0,1.0,Planta: 1ª,En buen estado,Entre 20 y 40€,1,0,0,Eléctrica,1,1,0
717,Piso en venta en Tui,Tui,163000,82,2.0,1.0,Planta: 1ª,En buen estado,0,1,0,1,Gas natural,1,0,0
718,"Piso en venta en Avenida de Lugo, cerca de Calle de Faustino Santalices",Zona Praza de Barcelos (Pontevedra Capital),180000,90,2.0,2.0,Planta: 1ª,A estrenar,0,1,1,1,Gas natural,1,0,0
719,Piso en venta en Avenida de Montecelo,A Seca-Os Salgueriños (Pontevedra Capital),151000,293,3.0,2.0,Planta: Bajo,A reformar,0,0,0,0,No tiene,1,1,0
720,Piso en venta en Rúa Ramon Cabanillas,Meis (San Martín),150000,68,2.0,2.0,,En buen estado,0,1,0,1,Individual,0,0,1
721,Piso en venta en Sanxenxo,Sanxenxo,500000,133,3.0,2.0,,En buen estado,0,1,0,1,Individual,0,1,1
722,Piso en venta en Eduardo Pondal,Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),295000,118,3.0,2.0,Planta: 6ª,En buen estado,0,1,0,1,Gas natural,0,1,0
723,Piso en venta en Calle Arquiteto de La Sota,Centro-Echegaray (Pontevedra Capital),325000,150,4.0,3.0,Planta: 2ª,En buen estado,0,1,0,0,Gas natural,1,0,0
724,"Piso en venta en Calle de Tomás Paredes, 116, cerca de Avenida de Castelao",Coia (Distrito Casco Urbano. Vigo),99900,104,3.0,2.0,Planta: 3ª,A reformar,0,1,0,0,No tiene,0,1,1
725,Piso en venta en Calle Aragón,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),87000,51,2.0,1.0,Planta: 2ª,En buen estado,Entre 20 y 40€,0,0,0,No tiene,0,0,0
726,Piso en venta en Calle de la Cruz Gallastegui,Zona Praza de Barcelos (Pontevedra Capital),275000,130,4.0,2.0,,En buen estado,Entre 80 y 100€,1,0,1,No tiene,1,0,1
727,Piso en venta en Avenida de Castelao,Ponteareas,145000,100,3.0,2.0,Planta: 4ª,A estrenar,Entre 40 y 60€,1,0,1,Gas natural,1,1,0
728,Piso en venta en Castrelos-Balaídos-Miñoca,As Travesas-Balaídos (Distrito Casco Urbano. Vigo),170000,61,2.0,1.0,Planta: 1ª,En buen estado,0,1,0,1,"Si, sin especificar",1,0,0
729,"Piso en venta en Calle de Urzáiz, 109, cerca de Calle de Pizarro",Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),95000,80,3.0,1.0,Planta: 3ª,A reformar,0,0,1,0,No tiene,0,1,0
730,Apartamento en venta en Calle Rosalía de Castro,Poio (San Salvador),148000,77,2.0,2.0,Planta: 3ª,En buen estado,0,1,0,1,Gas natural,1,0,0
731,Piso en venta en Calle de los Maestros,Ponteareas,110000,110,3.0,2.0,Planta: 3ª,En buen estado,0,1,0,1,Gas natural,1,0,0
732,Apartamento en venta en Calle de Gerona,Praza da Independencia (Distrito Casco Urbano. Vigo),180000,100,2.0,1.0,Planta: 3ª,En buen estado,0,0,0,1,No tiene,1,1,0
733,Piso en venta en Rúa Fontoura,Salvaterra de Miño,127000,110,3.0,2.0,Planta: 1ª,A estrenar,0,1,0,1,Central,1,0,0
734,Piso en venta en Fátima-Travesía de Vigo-San Xoán,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),280000,126,4.0,2.0,Planta: 6ª,En buen estado,0,1,1,1,No tiene,0,0,0
735,"Piso en venta en Calle de San Roque, 5, cerca de Baixada de San Roque",A Salgueira-O Castaño (Distrito Casco Urbano. Vigo),242000,97,2.0,2.0,Planta: 6ª,A estrenar,0,1,0,1,Energía renovable,0,1,0
736,Piso en venta en Rúa Nova,Cambados,140000,111,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,No tiene,0,0,0
737,Piso en venta en Calle de la Estrada,Marín,100000,90,4.0,2.0,Planta: 1ª,En buen estado,0,0,0,1,Calefacción individual,0,0,1
738,Piso en venta en Adina (Santa María),Adina (Santa María). Municipio de Sanxenxo,200000,140,4.0,2.0,,En buen estado,0,1,0,1,Individual,0,1,0
739,"Piso en venta en Calle Manuel Suárez Marquier, 1",Calvario (O Rosal),96000,85,2.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,Central,1,0,0
740,Piso en venta en Calle de Paraguay,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),142500,73,2.0,2.0,Planta: 3ª,En buen estado,Entre 60 y 80€,1,0,0,No tiene,0,0,0
741,Piso en venta en Carretera de la Circunvalación,A Guarda,89000,98,3.0,2.0,Planta: 1ª,En buen estado,50.00 euros.,0,0,0,Gasóleo individual,0,0,1
742,Piso en venta en Arenal-Centro,Centro-Areal (Distrito Casco Urbano. Vigo),395000,100,3.0,2.0,Planta: 4ª,A estrenar,0,1,0,1,Aerotermia,1,0,0
743,Piso en venta en Calle del Xogo de la Ola,O Porriño,159000,110,3.0,2.0,Planta: 1ª,En buen estado,0,1,1,1,Gas natural,1,0,0
744,Piso en venta en Casablanca-Corte Inglés,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),290000,87,2.0,2.0,Planta: 2ª,En buen estado,0,1,1,1,Aerotermia,0,1,1
745,Piso en venta en Calle de Rosalía de Castro,Salvaterra de Miño,117000,78,2.0,2.0,Planta: 1ª,A estrenar,0,0,0,0,No tiene,1,0,1
746,Piso en venta en A Guarda,A Guarda,210000,157,3.0,2.0,Planta: 2ª,En buen estado,Más de 100€,1,1,1,Central,1,0,0
747,Piso en venta en Calle de Julio Sesto,Calvario (O Rosal),106000,91,3.0,2.0,,En buen estado,Entre 40 y 60€,1,1,1,No tiene,0,0,1
748,Piso en venta en Calle de Jesús Fernández,Casablanca-Calvario (Distrito Casco Urbano. Vigo),135000,87,2.0,1.0,Planta: 4ª,En buen estado,0,0,0,1,No tiene,0,0,1
749,Piso en venta en Vilagarcía de Arousa,Vilagarcía de Arousa,145000,133,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,Eléctrica,1,1,0
750,"Piso en venta en Calle de Zaragoza, 44",O Castro (Distrito Casco Urbano. Vigo),245000,95,2.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,Gas natural,1,0,0
751,Piso en venta en Ribadumia,Ribadumia,87000,83,3.0,2.0,Planta: 2ª,En buen estado,0,1,0,0,No tiene,0,1,1
752,Piso en venta en Calle Isidoro Enes,Mondariz-Balneario,88000,95,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,Eléctrica,1,0,0
753,"Piso en venta en Calle de Tomás Paredes, cerca de Calle de la Pardaíña",Bouzas (Distrito Casco Urbano. Vigo),99900,89,3.0,2.0,Planta: 3ª,A reformar,0,1,1,0,No tiene,0,1,0
754,"Piso en venta en Avenida Doctor Otero Ulloa, nº 145",Aguete (Marín),128200,157,2.0,2.0,Planta: 2ª,En buen estado,0,1,0,1,Eléctrica,1,1,1
755,"Piso en venta en Avenida del Outeiro, 26",Raxo (San Gregorio). Municipio de Poio,90750,50,1.0,1.0,Planta: 3ª,En buen estado,0,1,0,1,No tiene,1,1,0
756,Piso en venta en Rúa de Lugo,Salceda de Caselas,106320,97,2.0,2.0,Planta: 2ª,En buen estado,0,1,0,0,"Si, sin especificar",1,0,0
757,Piso en venta en Travesia de Vigo,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),163000,115,4.0,2.0,Planta: Bajo,En buen estado,0,1,0,1,No tiene,0,1,1
758,Piso en venta en Lavadores,Lavadores (Vigo),230000,158,3.0,2.0,Planta: 1ª,En buen estado,Entre 60 y 80€,1,1,1,No tiene,1,1,0
759,Piso en venta en El Real,Moaña (Casco Urbano),140000,110,4.0,2.0,Planta: 3ª,En buen estado,0,1,0,1,"Si, sin especificar",0,0,0
760,Apartamento en venta en Circunvalación de Pontevedra,Campo da Torre-Mollabao (Pontevedra Capital),160000,89,2.0,2.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
761,Piso en venta en Aragón-Travesía,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),225000,104,3.0,2.0,Planta: 6ª,En buen estado,0,0,0,0,No tiene,1,0,1
762,Piso en venta en Travesia de Vigo,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),165000,116,3.0,1.0,Planta: Bajo,En buen estado,Entre 10 y 20€,0,1,1,No tiene,0,0,0
763,Piso en venta en Calle Ramos Peinador,Mondariz-Balneario,89000,88,2.0,4.0,Planta: 2ª,En buen estado,Entre 40 y 60€,1,0,1,Gas natural,1,0,0
