,titulo,ubicacion,precio,Superficie,Habitaciones,Baños,Planta,Conservacion,Gastos de Comunidad,Amueblado,Balcon,Ascensor,Calefaccion,Garaje,Terraza,Trastero
1131,Apartamento en venta en Plaza Mario Puentes,Panjon (Nigrán),300000,60.0,1.0,1.0,Planta: 2ª,En buen estado,55.00 euros.,1,0,0,Gas individual,1,0,0
1132,Apartamento en venta en Castrelos-Balaídos-Miñoca,As Travesas-Balaídos (Distrito Casco Urbano. Vigo),121000,37.0,1.0,1.0,Planta: 7ª,En buen estado,38.00 euros.,1,0,1,No tiene,0,0,1
1133,Piso en venta en A Seca,Zona Praza de Barcelos (Pontevedra Capital),210000,,4.0,2.0,,En buen estado,0,1,0,0,No tiene,0,1,1
1134,"Piso en venta en Calle del Arenal, 120",Centro-Areal (Distrito Casco Urbano. Vigo),272000,95.0,2.0,2.0,Planta: 1ª,A estrenar,0,1,0,1,Aerotermia,0,1,0
1135,Apartamento en venta en San Mauro,A Seca-Os Salgueriños (Pontevedra Capital),195000,,2.0,1.0,,En buen estado,0,1,0,1,No tiene,1,0,1
1136,"Piso en venta en Calle de Urzáiz, cerca de Avenida de la Gran Vía",Centro-Areal (Distrito Casco Urbano. Vigo),355000,200.0,5.0,2.0,Planta: 4ª,A reformar,600€ aprox al semestre,0,1,1,Gas natural,0,0,1
1137,Piso en venta en Catoira,Catoira,118000,115.0,3.0,2.0,Planta: 1ª,En buen estado,Entre 40 y 60€,1,0,1,Propano,0,0,1
1138,"Piso en venta en Calle del Marsical Pardo de Cela, 9",Zona Praza de Barcelos (Pontevedra Capital),333000,126.0,3.0,2.0,Planta: 3ª,En buen estado,0,0,0,0,No tiene,0,0,0
1139,Piso en venta en Centro,As Travesas-Balaídos (Distrito Casco Urbano. Vigo),199000,101.0,4.0,2.0,Planta: Bajo,En buen estado,0,1,0,0,No tiene,1,0,0
1140,"Piso en venta en Avenida de Castelao, 47, cerca de Calle Fotógrafo Luís Ksado",As Travesas-Balaídos (Distrito Casco Urbano. Vigo),175000,77.0,2.0,1.0,Planta: 6ª,En buen estado,Entre 40 y 60 €,1,0,1,Gas natural,1,0,0
1141,Piso en venta en Calle de Rosalía de Castro,Salvaterra de Miño,130000,104.0,3.0,2.0,Planta: 2ª,En buen estado,0,1,0,1,Gas natural,1,0,0
1142,"Piso en venta en Calle Toxeiras, nº 1",Sanxenxo,155000,70.0,2.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,No tiene,1,1,0
1143,Piso en venta en Avenida de Gondomar,Tomiño,115000,87.0,3.0,2.0,Planta: 1ª,En buen estado,25.00 euros.,0,0,0,Propano,1,1,1
1144,"Piso en venta en Calle de Urzáiz, cerca de Calle Cuba",Centro-Areal (Distrito Casco Urbano. Vigo),259000,95.0,3.0,1.0,Planta: 4ª,En buen estado,0,0,0,1,No tiene,0,0,0
1145,Piso en venta en Torrecedeira,Berbés-Peritos (Distrito Casco Urbano. Vigo),220000,115.0,3.0,2.0,Planta: 2ª,Reformado,39,0,0,1,Calefacción individual,0,0,0
1146,"Piso en venta en Calle del Arenal, 120",Centro-Areal (Distrito Casco Urbano. Vigo),340000,121.0,3.0,2.0,Planta: 1ª,A estrenar,0,1,0,1,Aerotermia,0,1,0
1147,Piso en venta en Plaza de la Cítara,A Seca-Os Salgueriños (Pontevedra Capital),220000,90.0,3.0,2.0,Planta: 4ª,En buen estado,0,0,0,0,No tiene,0,0,0
1148,Piso en venta en Costa del Sol,A Guarda,165000,73.0,2.0,1.0,Planta: Bajo,En buen estado,0,0,1,1,No tiene,1,0,0
1149,Piso en venta en El Real,Moaña (Casco Urbano),145000,120.0,3.0,2.0,Planta: 3ª,En buen estado,50.00 euros.,1,0,0,Gas individual,0,0,1
1150,Piso en venta en O Covelo,Raxo (San Gregorio). Municipio de Poio,120000,80.0,3.0,1.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
1151,Piso en venta en Calle Gaitero Ricardo Portela,A Seca-Os Salgueriños (Pontevedra Capital),190000,92.0,2.0,2.0,Planta: 5ª,En buen estado,0,1,0,1,Gas natural,1,1,0
1152,"Piso en venta en Avenida de Rosalía de Castro, 19",Ponteareas,147000,121.0,4.0,2.0,Planta: 2ª,En buen estado,0,1,0,1,Central,1,0,0
1153,Piso en venta en Calle Fonte de Ons,Sanxenxo,170000,64.0,2.0,2.0,,En buen estado,0,0,0,0,No tiene,0,0,0
1154,Piso en venta en Plaza de Martín Gómez Abal,Vilagarcía de Arousa,139000,75.0,2.0,2.0,Planta: 1ª,En buen estado,Entre 40 y 60€,1,0,1,Gas natural,1,0,0
1155,"Piso en venta en Avenida de la Gran Vía, 55, cerca de Calle de Nicaragua",Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),460000,157.0,4.0,2.0,Planta: 1ª,A estrenar,0,0,0,1,Calefacción individual,0,1,0
1156,Piso en venta en Raxo,O Burgo-Campus Universitario (Pontevedra Capital),155000,80.0,2.0,2.0,Planta: 4ª,En buen estado,0,1,0,0,Calefacción individual,1,0,1
1157,Piso en venta en Zona Plaza de Barcelos,Centro-Echegaray (Pontevedra Capital),350000,154.0,4.0,3.0,Planta: 3ª,En buen estado,0,1,1,1,Central,1,0,0
1158,Piso en venta en Villalonga,Sanxenxo,102000,87.0,2.0,1.0,,En buen estado,0,0,0,0,No tiene,0,0,0
1159,"Piso en venta en Avenida de la Gran Vía, cerca de Calle de Zamora",Praza da Independencia (Distrito Casco Urbano. Vigo),455000,170.0,4.0,3.0,Planta: 2ª,En buen estado,83€,1,1,1,Gas natural,1,1,0
1160,Piso en venta en Calle de Cervantes,Centro-Areal (Distrito Casco Urbano. Vigo),395000,95.0,3.0,2.0,Planta: 4ª,En buen estado,0,1,1,1,No tiene,1,1,0
1161,Piso en venta en Plaza Maior,Ponteareas,140000,134.0,4.0,3.0,Planta: 1ª,En buen estado,45.00 euros.,1,1,1,Gas individual,1,0,0
1162,Piso en venta en Avenida de Vigo,Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),215000,171.0,3.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
1163,Piso en venta en Avenida de Castelao,Ponteareas,103000,110.0,3.0,2.0,Planta: 4ª,En buen estado,0,0,0,1,Eléctrica,1,0,0
1164,Piso en venta en Castrelos-Balaídos-Miñoca,As Travesas-Balaídos (Distrito Casco Urbano. Vigo),420000,175.0,4.0,4.0,Planta: 5ª,En buen estado,0,1,0,1,Gasóleo individual,0,0,1
1165,Piso en venta en Venezuela,Camelias-Pi y Margall (Distrito Casco Urbano. Vigo),170000,80.0,3.0,2.0,Planta: 4ª,En buen estado,Entre 40 y 60€,1,0,1,Eléctrica,1,0,0
1166,Piso en venta en Avenida de Rosalía de Castro,Ponteareas,135000,100.0,3.0,2.0,Planta: 6ª,En buen estado,0,1,0,1,Gas natural,1,1,0
1167,"Apartamento en venta en Avenida de Redondela, 148, cerca de Camino de Parada",Chapela (San Fausto). Municipio de Redondela,155000,62.0,2.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
1168,Apartamento en venta en Carretera Pola VIA,Nigrán,240000,70.0,2.0,1.0,Planta: 1ª,En buen estado,0,1,1,1,Gas individual,1,0,1
1169,"Piso en venta en Calle de Urzáiz, cerca de Calle de Pizarro",Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),250000,124.0,3.0,2.0,Planta: 10ª,En buen estado,Entre 80 y 100€,0,1,1,Gas natural,0,1,0
1170,Piso en venta en Cruz Gallastegui,Zona Praza de Barcelos (Pontevedra Capital),275000,130.0,4.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
1171,"Piso en venta en Calle de Ecuador, cerca de Calle Cuba",Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),378000,119.0,3.0,2.0,Planta: 4ª,En buen estado,0,1,1,0,Gas natural,0,1,0
1172,Piso en venta en Traviesas-Plaza Independencia,As Travesas-Balaídos (Distrito Casco Urbano. Vigo),240000,75.0,2.0,2.0,Planta: 4ª,En buen estado,120.00 euros. agua caliente y calefacción,1,0,0,Gasóleo colectivo,1,0,1
1173,"Piso en venta en Rúa Ezequiel Massoni, cerca de Calle Jaime Janer",Marín,118000,116.0,4.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
1174,Piso en venta en Calle de la Paz,Berbés-Peritos (Distrito Casco Urbano. Vigo),298000,103.0,3.0,2.0,Planta: 2ª,En buen estado,0,1,1,1,No tiene,1,1,0
1175,Piso en venta en Bueu (Casco Urbano),Bueu (Casco Urbano),200000,105.0,3.0,2.0,Planta: 7ª,En buen estado,100 anual por garajes,1,0,1,Gas natural,1,1,1
1176,Piso en venta en Calle de Xulián Estévez,Teis (Vigo),189000,107.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,0,No tiene,1,1,0
1177,Piso en venta en Calle Caldelas de Tui,Paramos (Tui),75000,70.0,3.0,1.0,Planta: Bajo,En buen estado,0,0,0,0,No tiene,0,0,0
1178,Apartamento en venta en Doblada-San Roque,Casablanca-Calvario (Distrito Casco Urbano. Vigo),145000,49.0,1.0,1.0,,En buen estado,0,1,0,0,Gas individual,0,0,0
1179,Piso en venta en La Parda,A Seca-Os Salgueriños (Pontevedra Capital),205000,113.0,3.0,2.0,Planta: 3ª,En buen estado,0,0,0,0,No tiene,0,0,0
1180,Piso en venta en Calle de la Esperanza,Vilagarcía de Arousa,140000,195.0,6.0,3.0,Planta: 2ª,En buen estado,40 euros mes,1,0,0,Acumuladores,1,1,1
1181,"Piso en venta en Calle Seral Bandeira, nº 3",Bandeira (Silleda),93700,188.0,4.0,2.0,Planta: 1ª,A reformar,0,1,0,0,No tiene,0,0,0
1182,Piso en venta en Centro Urbano,Praza da Industria (Distrito Casco Urbano. Vigo),110000,98.0,3.0,2.0,Planta: 3ª,En buen estado,Entre 60 y 80€,0,1,0,No tiene,0,0,0
1183,Piso en venta en Teis,Teis (Vigo),189000,107.0,3.0,1.0,Planta: Bajo,En buen estado,0,0,0,0,No tiene,1,1,0
1184,"Piso en venta en Avenida de la Gran Vía, cerca de Calle de Brasil",Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),405000,170.0,4.0,3.0,Planta: 4ª,En buen estado,180,0,0,1,Calefacción central,1,0,1
1185,Piso en venta en Moraña,Moraña,89100,88.0,3.0,2.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
1186,Piso en venta en Estrada (A),A Estrada,99500,107.0,2.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
1187,"Piso en venta en Calle de Zamora, cerca de Calle de San Amaro",A Salgueira-O Castaño (Distrito Casco Urbano. Vigo),150000,108.0,3.0,2.0,Planta: 1ª,A reformar,0,0,0,0,No tiene,0,1,0
1188,"Piso en venta en Calle de Marín, 20",Coia (Distrito Casco Urbano. Vigo),200000,100.0,3.0,2.0,Planta: 18ª,En buen estado,0,0,0,0,No tiene,0,0,0
1189,Piso en venta en Avenida del Ayuntamiento,Agolada,44935,133.0,,,,En buen estado,0,0,0,0,No tiene,0,0,0
1190,Piso en venta en A Salgueira-O Castaño,A Salgueira-O Castaño (Distrito Casco Urbano. Vigo),460000,203.0,5.0,3.0,Planta: 1ª,En buen estado,0,1,1,1,Gasoil,1,1,0
1191,Piso en venta en Travesia de Vigo,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),149000,94.0,3.0,1.0,Planta: 9ª,En buen estado,Entre 10 y 20€,1,1,1,No tiene,0,0,0
1192,"Piso en venta en Rúa Raminans, 18",O Porriño,140000,182.0,4.0,1.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
1193,Piso en venta en Calle Enrique Blein Budiño,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),449000,225.0,4.0,2.0,Planta: 2ª,En buen estado,100,0,0,1,Calefacción individual,1,1,1
1194,"Piso en venta en Calle de Canido, cerca de Camino de la Praia de Canido",Coruxo-Oia-Saiáns (Vigo),495000,122.0,3.0,2.0,Planta: 1ª,A estrenar,0,0,0,1,Calefacción colectiva,1,1,1
1195,Piso en venta en Calle Rúa de Dona Tareixa,Centro-Echegaray (Pontevedra Capital),270000,182.0,3.0,1.0,Planta: 4ª,En buen estado,0,0,0,0,No tiene,0,1,0
1196,Piso en venta en Camino de los Casares,Mondariz,100000,95.0,3.0,2.0,Planta: 2ª,En buen estado,0,1,0,1,Eléctrica,1,0,0
1197,Piso en venta en Torrecedeira,Casco Vello (Distrito Casco Urbano. Vigo),250000,84.0,3.0,1.0,Planta: 6ª,En buen estado,0,0,0,1,No tiene,1,1,0
1198,Piso en venta en Calle de Rosalía de Castro,Salvaterra de Miño,121000,86.0,2.0,2.0,Planta: 1ª,A estrenar,0,0,0,0,No tiene,1,0,1
1199,Piso en venta en Moaña,Moaña (Resto Parroquia),180000,140.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,1,0,"Si, sin especificar",0,1,0
1200,Piso en venta en Urzaiz-Calvario,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),235000,90.0,3.0,2.0,Planta: 3ª,A estrenar,0,1,0,1,Gas individual,0,0,0
1201,"Piso en venta en Calle Fuente de Zeta, 11",Baiona,290000,153.0,3.0,3.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
1202,Piso en venta en Bueu (Casco Urbano),Bueu (Casco Urbano),179000,90.0,3.0,2.0,Planta: 2ª,En buen estado,Entre 20 y 40€,1,0,1,No tiene,0,0,0
1203,Piso en venta en Pi y Margall,Camelias-Pi y Margall (Distrito Casco Urbano. Vigo),210000,99.0,3.0,2.0,Planta: 3ª,En buen estado,Entre 40 y 60€,1,0,1,Gas natural,1,0,0
1204,"Piso en venta en Calle de Zamora, cerca de Avenida de Hispanidade",O Castro (Distrito Casco Urbano. Vigo),99800,33.0,,1.0,Planta: Principal,En buen estado,Entre 20 y 40€,1,0,0,Eléctrica,0,0,0
1205,Piso en venta en Cambados,Cambados,130000,110.0,3.0,2.0,Planta: 2ª,En buen estado,Entre 10 y 20€,1,0,0,Eléctrica,0,0,0
1206,Piso en venta en Calle de Casimiro Gómez,Zona Praza de Barcelos (Pontevedra Capital),165000,95.0,3.0,1.0,Planta: 5ª,En buen estado,Entre 40 y 60€,1,0,1,Gas natural,0,0,0
1207,"Piso en venta en Avenida de García Barbón, cerca de Calle de Heraclio Botana",Centro-Areal (Distrito Casco Urbano. Vigo),370000,122.0,3.0,2.0,Planta: 5ª,En buen estado,125,0,0,1,Calefacción individual,1,0,1
1208,"Piso en venta en Calle Aragón, 218, cerca de Travesía de Vigo",Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),205000,100.0,3.0,2.0,Planta: 3ª,En buen estado,Entre 40 y 60€,1,1,1,Gas natural,1,0,0
1209,Piso en venta en Avenida Brasil,Tomiño,96000,98.0,2.0,2.0,Planta: 2ª,En buen estado,0,1,1,0,No tiene,0,1,0
1210,"Piso en venta en Calle de Ecuador, 73, cerca de Calle Cuba",Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),348000,114.0,3.0,3.0,Planta: 1ª,A estrenar,0,0,0,1,Calefacción individual,0,0,0
1211,"Piso en venta en Calle del Marqués de Valterra, 75",Parroquias Rurales (Pontevedra Capital),101000,154.0,4.0,2.0,Planta: 1ª,En buen estado,0,1,1,0,No tiene,0,1,0
1212,Piso en venta en Calle de Policarpo Sanz,Centro-Areal (Distrito Casco Urbano. Vigo),259900,215.0,4.0,2.0,Planta: 2ª,En buen estado,0,1,0,0,"Si, sin especificar",0,0,0
1213,"Piso en venta en Calle de Ecuador, cerca de Calle Cuba",Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),348000,129.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,1,0,Gas natural,0,0,0
1214,Piso en venta en Bueu (Resto Parroquia),Bueu (Resto Parroquia),150000,95.0,3.0,2.0,Planta: 2ª,En buen estado,0,1,0,0,No tiene,1,1,0
1215,"Piso en venta en Calle del Arenal, 120",Centro-Areal (Distrito Casco Urbano. Vigo),340000,121.0,3.0,2.0,Planta: 1ª,A estrenar,0,1,0,1,Aerotermia,0,1,0
1216,Apartamento en venta en Calle de Manuel de Castro,A Salgueira-O Castaño (Distrito Casco Urbano. Vigo),125000,46.0,1.0,14.0,Planta: 7ª,En buen estado,0,0,0,0,No tiene,0,0,0
1217,"Piso en venta en Rúa de Curros Enríquez, 20",Vilanova de Arousa,165000,116.0,3.0,2.0,Planta: 3ª,En buen estado,0,1,0,1,Eléctrica,1,0,0
1218,Piso en venta en Calle del Doctor Cadaval,Centro-Areal (Distrito Casco Urbano. Vigo),485000,282.0,5.0,3.0,Planta: 3ª,A reformar,0,0,0,1,Calefacción central,1,1,1
1219,"Piso en venta en Calle de la Independencia, 1",Portonovo (Sanxenxo),155000,65.0,,,,En buen estado,0,0,0,0,No tiene,0,0,0
1220,Piso en venta en Calle de Falperra,Camelias-Pi y Margall (Distrito Casco Urbano. Vigo),325000,115.0,3.0,2.0,Planta: 1ª,A estrenar,0,1,0,1,Calefacción individual,1,0,0
1221,"Piso en venta en Avenida de la Concordia, cerca de Calle del Rollo",Tui,180000,104.0,3.0,2.0,Planta: 3ª,En buen estado,0,1,0,0,"Si, sin especificar",1,1,0
1222,"Piso en venta en Calle Jaime Janer, cerca de Calle de Méndez Núñez",Marín,85000,112.0,3.0,2.0,Planta: 4ª,En buen estado,Entre 10 y 20€,0,0,0,No tiene,0,0,1
1223,Piso en venta en Travesía Casal Aboy,Tui,135000,140.0,4.0,2.0,Planta: 2ª,En buen estado,50.00 euros.,0,0,1,Propano,0,0,1
1224,Piso en venta en Paseo de Calvo Sotelo,Tui,120000,110.0,3.0,2.0,Planta: 2ª,En buen estado,53.00 euros.,1,0,0,Gas individual,0,0,0
1225,"Piso en venta en Calle de Uruguay, 11",Centro-Areal (Distrito Casco Urbano. Vigo),660000,113.0,3.0,2.0,Planta: Bajo,En buen estado,0,0,0,1,Calefacción individual,1,0,0
1226,Apartamento en venta en Calle de Valiña,Poio (San Juan-Resto Parroquia),100000,65.0,1.0,1.0,Planta: 1ª,En buen estado,Entre 40 y 60€,1,0,1,Gas natural,1,0,1
1227,Piso en venta en Poio,Poio (San Salvador),155000,89.0,2.0,2.0,Planta: 3ª,En buen estado,0,0,0,0,No tiene,0,0,0
1228,Piso en venta en La Parda,A Seca-Os Salgueriños (Pontevedra Capital),179000,103.0,2.0,2.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
1229,Piso en venta en Centro,Centro-Echegaray (Pontevedra Capital),200000,155.0,5.0,2.0,,En buen estado,0,1,0,1,No tiene,0,0,0
1230,"Piso en venta en Calle de Ecuador, 73, cerca de Calle Cuba",Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),390000,114.0,3.0,2.0,Planta: 6ª,A estrenar,0,0,0,1,Calefacción individual,0,0,0
1231,Piso en venta en A Caeira,O Burgo-Campus Universitario (Pontevedra Capital),350000,125.0,,,,En buen estado,0,0,0,0,No tiene,0,0,0
1232,Piso en venta en Loureiro Crespo,A Seca-Os Salgueriños (Pontevedra Capital),189000,99.0,3.0,2.0,Planta: 4ª,En buen estado,0,0,0,0,No tiene,0,0,0
1233,"Piso en venta en Calle de Policarpo Sanz, 42",Centro-Areal (Distrito Casco Urbano. Vigo),259900,214.0,4.0,2.0,Planta: 2ª,En buen estado,0,1,0,0,Eléctrica,0,0,0
1234,Piso en venta en Avenida de Portugal,Tui,195000,124.0,4.0,2.0,Planta: 2ª,En buen estado,68.00 euros.,1,0,1,Gas individual,1,0,1
1235,Piso en venta en Porriño (O),O Porriño,155000,80.0,2.0,2.0,Planta: 2ª,A estrenar,60.00 euros.,1,0,0,Tarifa nocturno,1,0,0
1236,"Piso en venta en Calle de San Roque, 5, cerca de Baixada de San Roque",A Salgueira-O Castaño (Distrito Casco Urbano. Vigo),253000,119.0,3.0,2.0,Planta: 2ª,A estrenar,0,1,0,1,Energía renovable,0,1,0
1237,"Piso en venta en Calle de Colón, 11",Centro-Areal (Distrito Casco Urbano. Vigo),590000,140.0,2.0,3.0,Planta: 4ª,En buen estado,0,0,0,1,Calefacción individual,1,1,1
1238,Piso en venta en Salceda de Caselas,Salceda de Caselas,169000,238.0,4.0,2.0,Planta: 4ª,En buen estado,0,1,0,0,No tiene,1,1,0
1239,"Piso en venta en Calle de San Roque, 5, cerca de Baixada de San Roque",A Salgueira-O Castaño (Distrito Casco Urbano. Vigo),253000,119.0,3.0,2.0,Planta: 2ª,A estrenar,0,1,0,1,Energía renovable,0,1,0
1240,Piso en venta en Avenida Ordóñez,Goyan (Tomiño),121000,89.0,3.0,2.0,Planta: 2ª,En buen estado,0,1,1,1,Gas natural,0,1,0
1241,Piso en venta en Calle Orense,Noalla (Santo Estevo). Municipio de Sanxenxo,245000,68.0,2.0,1.0,Planta: 1ª,En buen estado,0,1,0,1,Eléctrica,1,0,0
1242,"Piso en venta en Calle de Gerona, 6",Praza da Independencia (Distrito Casco Urbano. Vigo),380000,138.0,4.0,2.0,Planta: 2ª,En buen estado,100,1,0,1,Calefacción individual,1,0,1
1243,Piso en venta en Carretera de San Vicente do Mar,San Vicente de El Grove (O Grove),180000,87.0,3.0,1.0,,En buen estado,0,1,0,0,No tiene,0,1,0
1244,"Piso en venta en Avenida de San Xoán, cerca de Camino del Lodeiro",Poio (San Juan-Albar),115000,60.0,2.0,2.0,Planta: 3ª,En buen estado,0,1,0,0,Propano,1,0,1
1245,Piso en venta en Vilagarcía de Arousa,Vilagarcía de Arousa,310000,290.0,6.0,4.0,Planta: 3ª,En buen estado,Entre 40 y 60€,1,0,1,Central,0,1,0
1246,Piso en venta en Calle Xeral,Silleda (Casco Urbano),93700,279.0,4.0,2.0,,En buen estado,0,1,0,0,No tiene,0,0,0
1247,Piso en venta en Vilagarcía de Arousa,Vilagarcía de Arousa,140000,80.0,2.0,1.0,Planta: 2ª,En buen estado,50€,1,0,1,Gas natural,1,0,0
1248,Piso en venta en Chapela,Chapela (San Fausto). Municipio de Redondela,230000,66.0,2.0,2.0,Planta: 2ª,En buen estado,60.00 euros.,1,0,1,Gas individual,1,0,0
1249,Piso en venta en Plaza Maior,Ponteareas,140000,175.0,5.0,3.0,Planta: 1ª,En buen estado,0,1,1,1,Central,1,1,1
1250,"Piso en venta en Calle del Conde de Torrecedeira, cerca de Calle de Llorente",Berbés-Peritos (Distrito Casco Urbano. Vigo),220000,115.0,3.0,2.0,Planta: 6ª,En buen estado,39 euros,1,0,1,Eléctrica,0,0,0
1251,Piso en venta en Travesia de Vigo,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),280000,126.0,4.0,2.0,Planta: Bajo,En buen estado,Más de 100€,1,1,1,Central,0,0,0
1252,"Piso en venta en Rúa Real, cerca de Calle de Santa Ana",Ponteareas,85100,157.0,4.0,2.0,Planta: 1ª,A reformar,0,0,0,0,No tiene,0,1,1
1253,Piso en venta en Pontecesures,Pontecesures,38700,109.0,3.0,2.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
1254,Apartamento en venta en Rúa Cuba,Baiona,230000,85.0,2.0,2.0,Planta: 2ª,En buen estado,0,1,1,0,Gas natural,1,0,0
1255,"Piso en venta en Calle del Marsical Pardo de Cela, 9",Zona Praza de Barcelos (Pontevedra Capital),380000,131.0,3.0,2.0,Planta: 3ª,En buen estado,0,0,0,0,No tiene,0,0,0
1256,Apartamento en venta en Centro,Centro-Echegaray (Pontevedra Capital),210000,100.0,2.0,1.0,,En buen estado,45,1,0,1,No tiene,1,0,1
1257,Piso en venta en Urbanización Da Cruz,Baiona,182000,100.0,3.0,2.0,Planta: Bajo,En buen estado,0,1,0,0,Eléctrica,0,1,0
1258,Piso en venta en Povisa,O Castro (Distrito Casco Urbano. Vigo),280000,94.0,3.0,2.0,Planta: 3ª,En buen estado,Entre 60 y 80€,0,1,1,Gas natural,1,0,0
1259,Piso en venta en Adina (Santa María),Adina (Santa María). Municipio de Sanxenxo,135000,65.0,2.0,1.0,,En buen estado,0,0,0,1,No tiene,0,0,0
1260,"Piso en venta en Calle del Arenal, 120",Centro-Areal (Distrito Casco Urbano. Vigo),340000,120.0,3.0,2.0,Planta: 2ª,A estrenar,0,1,0,1,Aerotermia,0,1,0
1261,"Piso en venta en Calle del Marsical Pardo de Cela, 9",Zona Praza de Barcelos (Pontevedra Capital),345000,126.0,3.0,2.0,Planta: 4ª,En buen estado,0,0,0,0,No tiene,0,0,0
1262,Piso en venta en As Neves,As Neves (Santa Maria),150000,84.0,2.0,1.0,Planta: Bajo,En buen estado,0,1,0,1,No tiene,1,0,0
1263,"Piso en venta en Calle del Arenal, 120",Centro-Areal (Distrito Casco Urbano. Vigo),340000,120.0,3.0,2.0,Planta: 2ª,A estrenar,0,1,0,1,Aerotermia,0,1,0
1264,Piso en venta en Centro Urbano,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),349000,104.0,3.0,2.0,Planta: Bajo,En buen estado,0,1,0,0,No tiene,0,1,1
1265,"Piso en venta en Calle de Uruguay, 11",Centro-Areal (Distrito Casco Urbano. Vigo),425000,91.0,2.0,2.0,Planta: 3ª,En buen estado,0,0,0,1,Calefacción individual,1,0,1
1266,Piso en venta en Calle de San Salvador,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),405000,237.0,6.0,4.0,Planta: 8ª,En buen estado,Más de 100€,1,1,1,Central,1,1,0
1267,Piso en venta en Rosal (O),Calvario (O Rosal),95000,65.0,2.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,Eléctrica,1,0,0
1268,"Piso en venta en Calle de Ecuador, cerca de Calle Cuba",Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),380000,110.0,3.0,2.0,Planta: 6ª,A estrenar,0,1,0,1,Gas individual,0,0,0
1269,Piso en venta en Avda. de Camelias,Camelias-Pi y Margall (Distrito Casco Urbano. Vigo),155000,79.0,3.0,2.0,Planta: 4ª,En buen estado,Entre 10 y 20€,1,1,1,No tiene,0,0,1
1270,Piso en venta en Calle Vilaxoan,Vilagarcía de Arousa,230000,140.0,4.0,2.0,,En buen estado,0,1,0,0,No tiene,0,0,0
1271,Piso en venta en Calle Dr. Nicolas Viqueira Conde,Vilagarcía de Arousa,129900,72.0,2.0,1.0,Planta: 1ª,En buen estado,"30,96",1,0,1,Electrica,1,0,1
1272,Piso en venta en Centro,Centro-Areal (Distrito Casco Urbano. Vigo),260000,102.0,3.0,2.0,Planta: 1ª,En buen estado,0,0,0,1,Calefacción individual,0,0,0
1273,Apartamento en venta en Venezuela,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),430000,85.0,2.0,2.0,Planta: 4ª,En buen estado,0,0,0,1,Gas natural,1,0,0
1274,Piso en venta en Avenida de la Concordia,Tui,110000,112.0,3.0,2.0,Planta: 2ª,En buen estado,40.00 euros.,1,0,0,"Si, sin especificar",1,0,1
1275,Piso en venta en Eduardo Pondal,Zona Praza de Barcelos (Pontevedra Capital),302000,125.0,4.0,2.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
1276,Piso en venta en Portonovo,Adina (Santa María). Municipio de Sanxenxo,155000,70.0,2.0,2.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
1277,Piso en venta en Avda. de Castelao,As Travesas-Balaídos (Distrito Casco Urbano. Vigo),240000,128.0,4.0,2.0,Planta: 2ª,En buen estado,Más de 100€,1,1,1,Gas natural,1,0,0
1278,Piso en venta en Moraña,Moraña,85250,101.0,3.0,2.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
